text,sentiment
I absolutely love this microwave!,positive
I'm really happy with this printer.,positive
This laptop is terrible and a waste of money.,negative
The tablet worked perfectly and made my day!,positive
What an amazing camera. Highly recommend!,positive
The watch broke after one use. Not worth it.,negative
This camera is terrible and a waste of money.,negative
"No complaints about the watch, it's decent.",neutral
I absolutely love this laptop!,positive
Extremely dissatisfied with this keyboard.,negative
This headphone is terrible and a waste of money.,negative
It's an average keyboard. Just fine.,neutral
The microwave did its job as expected.,neutral
I'm really happy with this headphone.,positive
This laptop is terrible and a waste of money.,negative
"No complaints about the keyboard, it's decent.",neutral
This laptop is fantastic and exceeded my expectations.,positive
The laptop worked perfectly and made my day!,positive
I absolutely love this printer!,positive
It's an average mouse. Just fine.,neutral
This camera is terrible and a waste of money.,negative
Awful headphone. Would not recommend.,negative
"This printer is okay, nothing special.",neutral
The keyboard worked perfectly and made my day!,positive
It's an average watch. Just fine.,neutral
The watch is neither good nor bad.,neutral
Awful camera. Would not recommend.,negative
It's an average headphone. Just fine.,neutral
I hate this laptop. Very disappointing.,negative
What an amazing microwave. Highly recommend!,positive
The tablet did its job as expected.,neutral
I'm really happy with this phone.,positive
This phone is fantastic and exceeded my expectations.,positive
The microwave is neither good nor bad.,neutral
The headphone did its job as expected.,neutral
The watch worked perfectly and made my day!,positive
This laptop is fantastic and exceeded my expectations.,positive
"This headphone is okay, nothing special.",neutral
Awful keyboard. Would not recommend.,negative
I absolutely love this keyboard!,positive
What an amazing mouse. Highly recommend!,positive
The camera is neither good nor bad.,neutral
The microwave is neither good nor bad.,neutral
The camera did its job as expected.,neutral
"This microwave is okay, nothing special.",neutral
What an amazing tablet. Highly recommend!,positive
This watch is terrible and a waste of money.,negative
Awful microwave. Would not recommend.,negative
This tablet is fantastic and exceeded my expectations.,positive
The camera worked perfectly and made my day!,positive
I hate this phone. Very disappointing.,negative
I hate this laptop. Very disappointing.,negative
I'm really happy with this microwave.,positive
The tablet worked perfectly and made my day!,positive
I'm really happy with this mouse.,positive
This keyboard is fantastic and exceeded my expectations.,positive
The tablet did its job as expected.,neutral
This printer is terrible and a waste of money.,negative
It's an average laptop. Just fine.,neutral
The camera did its job as expected.,neutral
I'm really happy with this keyboard.,positive
The microwave broke after one use. Not worth it.,negative
I'm really happy with this microwave.,positive
I absolutely love this watch!,positive
Awful printer. Would not recommend.,negative
What an amazing phone. Highly recommend!,positive
What an amazing phone. Highly recommend!,positive
This keyboard is terrible and a waste of money.,negative
The camera is neither good nor bad.,neutral
It's an average keyboard. Just fine.,neutral
The headphone worked perfectly and made my day!,positive
I'm really happy with this keyboard.,positive
This mouse is terrible and a waste of money.,negative
I'm really happy with this keyboard.,positive
The phone did its job as expected.,neutral
Awful watch. Would not recommend.,negative
Awful keyboard. Would not recommend.,negative
This phone is terrible and a waste of money.,negative
This microwave is fantastic and exceeded my expectations.,positive
I hate this mouse. Very disappointing.,negative
I absolutely love this keyboard!,positive
I hate this laptop. Very disappointing.,negative
It's an average headphone. Just fine.,neutral
"This microwave is okay, nothing special.",neutral
Awful headphone. Would not recommend.,negative
I hate this printer. Very disappointing.,negative
The microwave worked perfectly and made my day!,positive
It's an average watch. Just fine.,neutral
I absolutely love this tablet!,positive
This camera is fantastic and exceeded my expectations.,positive
I'm really happy with this phone.,positive
The laptop worked perfectly and made my day!,positive
The mouse worked perfectly and made my day!,positive
"No complaints about the laptop, it's decent.",neutral
I'm really happy with this phone.,positive
What an amazing camera. Highly recommend!,positive
I hate this microwave. Very disappointing.,negative
The printer is neither good nor bad.,neutral
Extremely dissatisfied with this microwave.,negative
Awful mouse. Would not recommend.,negative
I absolutely love this phone!,positive
What an amazing tablet. Highly recommend!,positive
This microwave is fantastic and exceeded my expectations.,positive
The watch worked perfectly and made my day!,positive
"This mouse is okay, nothing special.",neutral
This printer is fantastic and exceeded my expectations.,positive
It's an average phone. Just fine.,neutral
Extremely dissatisfied with this watch.,negative
Extremely dissatisfied with this tablet.,negative
The watch is neither good nor bad.,neutral
What an amazing mouse. Highly recommend!,positive
What an amazing headphone. Highly recommend!,positive
I hate this phone. Very disappointing.,negative
I'm really happy with this keyboard.,positive
This watch is fantastic and exceeded my expectations.,positive
This phone is terrible and a waste of money.,negative
The phone worked perfectly and made my day!,positive
This keyboard is terrible and a waste of money.,negative
I'm really happy with this headphone.,positive
This printer is terrible and a waste of money.,negative
I hate this phone. Very disappointing.,negative
The mouse broke after one use. Not worth it.,negative
Extremely dissatisfied with this microwave.,negative
I'm really happy with this tablet.,positive
I hate this laptop. Very disappointing.,negative
What an amazing microwave. Highly recommend!,positive
It's an average keyboard. Just fine.,neutral
What an amazing phone. Highly recommend!,positive
The phone broke after one use. Not worth it.,negative
Awful phone. Would not recommend.,negative
It's an average printer. Just fine.,neutral
I'm really happy with this watch.,positive
"This watch is okay, nothing special.",neutral
The tablet is neither good nor bad.,neutral
It's an average tablet. Just fine.,neutral
What an amazing mouse. Highly recommend!,positive
The phone broke after one use. Not worth it.,negative
This tablet is fantastic and exceeded my expectations.,positive
It's an average watch. Just fine.,neutral
The camera worked perfectly and made my day!,positive
